"","time.in.stream","biomass.remaining"
"1",28.4962938935496,0.416980092239846
"2",8.52606681408361,1.85863102927232
"3",26.5750489558559,0.364339015272859
"4",24.7665088926442,0.40770301950084
"5",7.14523157919757,1.28906980992035
"6",13.677211398026,0.881680904368721
"7",10.0877714180388,1.11777772189027
"8",16.8084992805962,0.769817563881529
"9",17.8735897713341,0.803247818965009
"10",12.6219933805987,0.939591366073552
"11",26.147190121701,0.438097962818056
"12",19.0623761923052,0.640015483594176
"13",15.0791034288704,1.03852470552047
"14",14.0172192896716,1.19030225856257
"15",8.61786868306808,1.51169976652107
"16",28.8766343099996,0.422489926727256
"17",13.5412572312634,0.908617079417192
"18",7.48880292638205,1.27892317313124
"19",17.9407795553561,0.673912289931039
"20",29.7480697813444,0.29920925127129
"21",18.1322164263111,0.788456388765998
"22",16.6702755854931,0.765954156703154
"23",27.098371363245,0.412382602883974
"24",22.8432512271684,0.609777957742208
"25",12.182064850349,1.11873970307382
"26",15.9463041590061,0.706062664934407
"27",10.7953825977165,1.15767195951841
"28",8.7236345699057,1.79517893870073
"29",20.8404415356927,0.640467083090588
"30",28.4179237857461,0.227530947304473
"31",8.92226466210559,1.51933388947656
"32",10.2553768910002,1.04584210062764
"33",22.1733364870306,0.517308945964214
"34",15.7496324984822,0.895881571939953
"35",5.53362570470199,2.19043261378707
"36",10.3907726891339,1.25371525602234
"37",8.8725450867787,1.41335698547385
"38",17.2471219568979,1.11717698529653
"39",17.0190832065418,0.656488448679108
"40",6.37296739267185,1.71003239652405
"41",19.9151868768968,0.54993055800555
"42",9.19758242787793,1.19466787780418
"43",28.7015282909852,0.388191024457386
"44",17.4132048978936,1.05170399274678
"45",14.4169816293288,0.760523720255858
"46",20.6825339014176,0.591056678853327
"47",16.0741947486531,0.929122494265376
"48",21.5696449519601,0.778931652035854
"49",15.2471872989554,0.625074251146561
"50",25.9011631784961,0.603055008086565
