"ev","rv"
"1",5.58170494853626
"1",4.47428712005769
"1",10.4039660721272
"1",0.163369202267352
"1",0.301538559435171
"1",1.08908430487108
"1",2.71961692062976
"1",33.4066461701341
"1",38.2716480236531
"1",5.23615557865463
"1",14.7212131253853
"1",5.25407094807059
"1",5.9462899032533
"1",4.66618709633955
"1",0.00726336767705514
"1",9.29184802866425
"1",6.32625310158305
"1",4.8848377674248
"1",4.95621179651362
"1",9.17338356749682
"1",16.3522084237404
"1",27.8550792678560
"1",5.61007350232678
"1",6.68848365614246
"1",10.3516921938374
"1",9.5540754192771
"1",1.87430511793699
"1",0.0765482879977339
"1",2.55784551628012
"1",8.31568809434907
"1",2.45306758270726
"1",2.29625343090949
"1",1.14276694746943
"1",4.11138486465021
"1",6.61376079982874
"1",1.54170676881054
"1",2.66054780130402
"1",7.1855199829928
"1",8.47663377615495
"1",2.36606467985574
"1",2.76181525365750
"1",7.51085261368803
"1",11.8804471841318
"1",1.92973479689165
"1",1.79612583808878
"1",0.0342163634918276
"1",1.91957134069341
"1",55.916561407577
"1",8.0362148369404
"1",1.80975424156023
"1",5.62479550312539
"1",65.0113288769111
"1",0.403938311299388
"1",6.43201538328315
"1",10.7420404120109
"1",2.24316541230563
"1",16.7636225742606
"1",2.60720770553326
"1",16.7314275945722
"1",2.91539709687573
"1",46.2225344983333
"1",9.39348651572858
"1",3.25475825820067
"1",5.55305637139718
"1",0.214074532283050
"1",12.4910375763680
"1",10.0987349705823
"1",21.4991767035094
"1",4.9419248342609
"1",32.7950708545047
"1",10.0033551993976
"1",27.3659430618071
"1",11.1559118889126
"1",10.3665458850608
"1",2.57031894225395
"1",10.8935131781676
"1",2.60700839983657
"1",27.1691783091223
"1",22.3204733740417
"1",4.06401936928856
"1",4.61809387187918
"1",4.7488294379498
"1",31.1726689196167
"1",0.991246652727744
"1",23.9319834974235
"1",30.7151938515254
"1",21.4764202639081
"1",1.54708536037832
"1",10.3656957563335
"1",4.04811241741201
"1",19.7288250801955
"1",1.29897069692887
"1",9.94602254823265
"1",13.4327828459429
"1",4.39177829713993
"1",8.83945403607321
"1",1.19326014329482
"1",0.41045457392466
"1",1.29775277567761
"1",7.32491604956673
"2",14.4282968301662
"2",10.8660096277318
"2",21.0637556566406
"2",14.9821670303008
"2",18.3237287343028
"2",29.1894579277920
"2",5.12180119551157
"2",16.4587148933714
"2",12.5948275448634
"2",24.9886946601190
"2",9.6209772410175
"2",30.0314353291895
"2",21.0328842097531
"2",10.6631116013565
"2",10.6381634566629
"2",7.93222794702212
"2",16.8457117568863
"2",30.9342964143034
"2",38.2963238437759
"2",9.66222635128915
"2",20.1624859956994
"2",2.27852430105305
"2",8.31841695699481
"2",23.6394536592723
"2",24.5875886243519
"2",4.78977083537572
"2",32.3880068949883
"2",25.1522197347444
"2",11.9525458766640
"2",6.50227113992113
"2",12.3288024703863
"2",8.42481968917055
"2",7.77210298946751
"2",31.8690814546877
"2",26.1509510229996
"2",10.8050764014329
"2",9.84760950996225
"2",8.74762899335033
"2",20.6517709948519
"2",13.7939219079846
"2",18.1088732482554
"2",13.2904640236086
"2",31.5939881429226
"2",30.0813240164412
"2",25.5900902897012
"2",13.0206520880900
"2",3.30595550337103
"2",2.73940684334914
"2",16.0456635393092
"2",23.5808504579801
"2",7.5633297500773
"2",9.23391723634884
"2",14.8500705799681
"2",14.4359879788044
"2",24.496716241538
"2",23.5783655160834
"2",21.2556437821903
"2",9.28318052776243
"2",22.5730833902461
"2",25.9995909254592
"2",23.361721790064
"2",12.0940489144147
"2",9.35119690929014
"2",17.3675272427123
"2",20.0126020523097
"2",5.66068192407741
"2",22.4771782513546
"2",42.2455157164777
"2",41.4730880327256
"2",11.3144491455276
"2",38.4369197286669
"2",10.2671070812395
"2",7.35947136130877
"2",7.53497594521538
"2",7.93109655034902
"2",28.2218949948295
"2",32.9684744017065
"2",12.3567971075677
"2",20.2473612219631
"2",22.1159366472302
"2",29.8260670497612
"2",7.49979289747075
"2",21.06540554041
"2",20.2110138054093
"2",2.31497336596650
"2",21.9524825776036
"2",29.0845803597352
"2",37.6697969276252
"2",29.9719200728437
"2",17.4240070753634
"2",1.05831403253831
"2",3.82084913963731
"2",5.13423065399094
"2",34.7507444322080
"2",13.6279292007286
"2",19.2229724128509
"2",32.4763967622110
"2",4.51036256063445
"2",19.2162230613955
"2",11.7961747322172
